gene_name	strand	chrom	start	end
CD8B2	+	chr2	107103820	107160753
ST6GAL2	-	chr2	107418056	107503564
RGPD4	+	chr2	108443348	108509000
SLC5A7	+	chr2	108602979	108630450
SULT1C3	+	chr2	108856424	108881807
SULT1C2	+	chr2	108905095	108926371
SULT1C4	+	chr2	108994367	109005445
GCC2	+	chr2	109065563	109125871
LIMS1	+	chr2	109150127	109303702
RANBP2	+	chr2	109335938	109402266
CCDC138	+	chr2	109403213	109501933
EDAR	-	chr2	109510927	109605828
SH3RF3	+	chr2	109745661	110262211
SEPTIN10	-	chr2	110300376	110371720
SOWAHC	+	chr2	110371941	110376567
RGPD5	+	chr2	110550335	110615282
LIMS3	+	chr2	110656005	110677180
ENSG00000284337	+	chr2	110656009	110726134
MALL	-	chr2	110841447	110873599
NPHP1	-	chr2	110879888	110962643
MTLN	-	chr2	110969106	111002997
ENSG00000257207	-	chr2	111160511	111230652
LIMS4	-	chr2	111203460	111230652
RGPD6	-	chr2	111271379	111368417
BUB1	-	chr2	111395105	111435640
ACOXL	+	chr2	111490116	111876125
BCL2L11	+	chr2	111876955	111926022
ANAPC1	-	chr2	112369216	112642267
MERTK	+	chr2	112656184	112787138
TMEM87B	+	chr2	112812846	112876895
FBLN7	+	chr2	112895962	112945795
ZC3H8	-	chr2	112969106	113012713
ZC3H6	+	chr2	113033174	113097640
RGPD8	-	chr2	113125946	113192065
TTL	+	chr2	113239733	113299316
POLR1B	+	chr2	113299492	113337395
CHCHD5	+	chr2	113341817	113346852
SLC20A1	+	chr2	113403516	113421402
NT5DC4	+	chr2	113478597	113500456
CKAP2L	-	chr2	113493926	113522241
IL1A	-	chr2	113531502	113542070
IL1B	-	chr2	113587328	113594393
IL37	+	chr2	113668742	113676459
IL36G	+	chr2	113730780	113743235
IL36A	+	chr2	113763036	113765621
IL36B	-	chr2	113779666	113810444
IL36RN	+	chr2	113816215	113822959
IL1F10	+	chr2	113825547	113833420
IL1RN	+	chr2	113856892	113891593
PSD4	+	chr2	113914902	113966973
PAX8	-	chr2	113973574	114036498
ZNG1B	+	chr2	114195268	114253781
AC016745.1	-	chr2	114204992	114205429
FOXD4L1	+	chr2	114256242	114258727
RABL2A	+	chr2	114384806	114400973
SLC35F5	-	chr2	114462588	114514270
ACTR3	+	chr2	114647640	114720173
DPP10	+	chr2	115199876	116603356
DDX18	+	chr2	118572267	118589953
CCDC93	-	chr2	118673054	118771709
INSIG2	+	chr2	118846028	118868573
EN1	-	chr2	119599747	119605224
MARCO	+	chr2	119699770	119752236
C1QL2	-	chr2	119913819	119916327
STEAP3	+	chr2	119981407	120023228
C2orf76	-	chr2	120059801	120124410
DBI	+	chr2	120124500	120130126
TMEM37	+	chr2	120187477	120196080
SCTR	-	chr2	120197419	120282877
CFAP221	+	chr2	120302008	120419827
TMEM177	+	chr2	120436743	120444083
PTPN4	+	chr2	120517498	120742475
EPB41L5	+	chr2	120770653	120936695
TMEM185B	-	chr2	120975055	120980976
RALB	+	chr2	120997640	121052286
INHBB	+	chr2	121103712	121109379
FLJ14816	-	chr2	121221911	121223697
GLI2	+	chr2	121493199	121750229
TFCP2L1	-	chr2	121974163	122042778
CLASP1	-	chr2	122095352	122407052
NIFK	-	chr2	122484521	122494487
TSN	+	chr2	122494679	122525429
CNTNAP5	+	chr2	124782864	125678796
GYPC	+	chr2	127413709	127454243
TEX51	+	chr2	127656440	127659673
BIN1	-	chr2	127805603	127864864
CYP27C1	-	chr2	127941408	127977889
ERCC3	-	chr2	128014866	128051742
MAP3K2	-	chr2	128056244	128146041
PROC	+	chr2	128176003	128186818
IWS1	-	chr2	128193783	128284462
MYO7B	+	chr2	128293259	128395304
LIMS2	-	chr2	128395956	128439360
GPR17	+	chr2	128403439	128410213
WDR33	-	chr2	128458601	128568761
SFT2D3	+	chr2	128459071	128462816
POLR2D	-	chr2	128601127	128615729
AMMECR1L	-	chr2	128619204	128643541
SAP130	-	chr2	128698791	128785694
UGGT1	+	chr2	128848774	128953251
HS6ST1	-	chr2	128994290	129076442
RAB6C	+	chr2	130737239	130740311
POTEF	-	chr2	130831108	130886795
CCDC74B	-	chr2	130896860	130902707
SMPD4	-	chr2	130908965	130940323
MZT2B	+	chr2	130939310	130948302
TUBA3E	-	chr2	130949318	130956012
CCDC115	-	chr2	131095506	131100272
IMP4	+	chr2	131100450	131105540
PTPN18	+	chr2	131113618	131132978
POTEI	-	chr2	131217028	131267280
CFC1B	+	chr2	131278770	131286177
CFC1	-	chr2	131349738	131357148
POTEJ	+	chr2	131369013	131415610
GPR148	+	chr2	131486643	131487909
AMER3	+	chr2	131513113	131525707
ARHGEF4	+	chr2	131594487	131804836
SMIM39	+	chr2	131792665	131792835
FAM168B	-	chr2	131805449	131851033
PLEKHB2	+	chr2	131862420	132111282
POTEE	+	chr2	131967109	132022851
RAB6D	-	chr2	132118065	132121741
MZT2A	-	chr2	132222473	132250316
TUBA3D	+	chr2	132233692	132240507
CCDC74A	+	chr2	132285248	132291239
ANKRD30BL	-	chr2	132905164	133015542
GPR39	+	chr2	133174378	133404155
LYPD1	-	chr2	133400859	133429152
NCKAP5	-	chr2	133429361	134326034
AC011755.1	+	chr2	133874577	133876625
MGAT5	+	chr2	134877554	135212192
TMEM163	-	chr2	135213330	135476570
ACMSD	+	chr2	135596186	135659604
CCNT2	+	chr2	135675805	135716912
MAP3K19	-	chr2	135722055	135805038
RAB3GAP1	+	chr2	135809859	135934237
ZRANB3	-	chr2	135894486	136288788
R3HDM1	+	chr2	136289025	136482840
UBXN4	+	chr2	136499304	136542626
LCT	-	chr2	136545420	136594754
MCM6	-	chr2	136597196	136634013
DARS1	-	chr2	136663451	136743670
CXCR4	-	chr2	136871919	136876747
THSD7B	+	chr2	137523115	138435288
HNMT	+	chr2	138721590	138773934
SPOPL	+	chr2	139259340	139331117
NXPH2	-	chr2	139426727	139537960
LRP1B	-	chr2	140988992	142888585
KYNU	+	chr2	143635226	143813402
ARHGAP15	+	chr2	143848931	144525921
GTDC1	-	chr2	144695635	145090135
ZEB2	-	chr2	145121931	145278624
ACVR2A	+	chr2	148602086	148688395
ORC4	-	chr2	148687965	148779173
MBD5	+	chr2	148778580	149274540
EPC2	+	chr2	149402009	149545138
KIF5C	+	chr2	149632819	149883273
LYPD6B	+	chr2	149894621	150071776
LYPD6	+	chr2	150186499	150330652
MMADHC	-	chr2	150426151	150444292
RND3	-	chr2	151324709	151395525
RBM43	-	chr2	152104454	152118377
NMI	-	chr2	152126984	152146408
TNFAIP6	+	chr2	152214106	152236560
RIF1	+	chr2	152266397	152364527
NEB	-	chr2	152341850	152591001
ARL5A	-	chr2	152645498	152685006
ENSG00000283228	-	chr2	152659165	152830463
CACNB4	-	chr2	152689285	152955681
STAM2	-	chr2	152973315	153032277
FMNL2	+	chr2	153191688	153506340
PRPF40A	-	chr2	153508107	153574526
ARL6IP6	+	chr2	153574161	153618910
RPRM	-	chr2	154333852	154335276
GALNT13	+	chr2	154728435	155310491
KCNJ3	+	chr2	155554367	155714866
NR4A2	-	chr2	157180949	157198860
GPD2	+	chr2	157291802	157470247
AC011308.1	-	chr2	157352597	157352655
GALNT5	+	chr2	158114217	158175003
ERMN	-	chr2	158175143	158184225
CYTIP	-	chr2	158271131	158345473
ACVR1C	-	chr2	158383279	158485376
ACVR1	-	chr2	158592763	158732842
UPP2	+	chr2	158733214	158992666
CCDC148	-	chr2	159027585	159313265
PKP4	+	chr2	159313464	159539391
DAPL1	+	chr2	159651829	159719293
TANC1	+	chr2	159825152	160089170
WDSUB1	-	chr2	160092309	160143214
BAZ2B	-	chr2	160175490	160473080
MARCHF7	+	chr2	160568968	160627538
CD302	-	chr2	160625139	160654766
LY75-CD302	-	chr2	160628362	160761221
LY75	-	chr2	160659866	160761267
PLA2R1	-	chr2	160788517	160919126
ITGB6	-	chr2	160956178	161056824
RBMS1	-	chr2	161128662	161350318
TANK	+	chr2	161993419	162092741
PSMD14	+	chr2	162164936	162268228
TBR1	+	chr2	162272808	162282381
SLC4A10	+	chr2	162280843	162841792
DPP4	-	chr2	162848755	162930904
GCG	-	chr2	162999392	163008914
FAP	-	chr2	163027194	163101661
IFIH1	-	chr2	163123584	163175194
GCA	+	chr2	163175350	163228105
KCNH7	-	chr2	163227917	163695277
FIGN	-	chr2	164449906	164592522
GRB14	-	chr2	165348927	165477992
COBLL1	-	chr2	165510134	165700189
SLC38A11	-	chr2	165750864	165812035
SCN3A	-	chr2	165944036	166060560
SCN2A	+	chr2	166051503	166248820
CSRNP3	+	chr2	166326157	166545917
GALNT3	-	chr2	166604098	166651169
TTC21B	-	chr2	166713985	166810361
SCN1A	-	chr2	166841151	167005724
SCN9A	-	chr2	167051695	167232511
SCN7A	-	chr2	167260083	167467992
XIRP2	+	chr2	167744990	168116263
B3GALT1	+	chr2	168149511	168730555
STK39	-	chr2	168810530	169104105
CERS6	+	chr2	169312759	169631644
NOSTRIN	+	chr2	169643049	169722024
SPC25	-	chr2	169690642	169769881
G6PC2	+	chr2	169757801	169766510
ABCB11	-	chr2	169772008	169887834
DHRS9	+	chr2	169921299	169952677
LRP2	-	chr2	169983619	170219044
BBS5	+	chr2	170335990	170363165
ENSG00000251569	+	chr2	170335990	170382432
KLHL41	+	chr2	170366212	170382768
FASTKD1	-	chr2	170385018	170430385
PPIG	+	chr2	170440852	170497916
CFAP210	-	chr2	170501935	170550915
PHOSPHO2	+	chr2	170550964	170558218
KLHL23	+	chr2	170550998	170633499
SSB	+	chr2	170648443	170668574
METTL5	-	chr2	170666591	170681441
UBR3	+	chr2	170683964	170940641
MYO3B	+	chr2	171034655	171511681
SP5	+	chr2	171571847	171574588
ERICH2	+	chr2	171623388	171655487
GAD1	+	chr2	171669723	171717661
GORASP2	+	chr2	171784974	171823640
TLK1	-	chr2	171847333	172087824
METTL8	-	chr2	172172256	172291312
DCAF17	+	chr2	172290727	172341562
CYBRD1	+	chr2	172378757	172414639
DYNC1I2	+	chr2	172543919	172606668
SLC25A12	-	chr2	172639915	172864766
HAT1	+	chr2	172778958	172848600
METAP1D	+	chr2	172864850	172947158
DLX1	+	chr2	172949468	172954405
DLX2	-	chr2	172964166	172967628
ITGA6	+	chr2	173292082	173371187
PDK1	+	chr2	173420101	173473397
RAPGEF4	+	chr2	173600002	173917621
MAP3K20	+	chr2	173940163	174132743
CDCA7	+	chr2	174219548	174233725
SP3	-	chr2	174745578	174830101
OLA1	-	chr2	174937175	175113327
SP9	+	chr2	175199682	175203228
CIR1	-	chr2	175212750	175260440
SCRN3	+	chr2	175260458	175294303
GPR155	-	chr2	175296299	175351822
WIPF1	-	chr2	175424300	175547644
CHRNA1	-	chr2	175612320	175652663
CHN1	-	chr2	175663537	175870109
ATF2	-	chr2	175936978	176033110
ATP5MC3	-	chr2	176040986	176046438
LNPK	-	chr2	176788610	176867567
EVX2	-	chr2	176942200	176948690
HOXD13	+	chr2	176957449	176960672
HOXD12	+	chr2	176964523	176967217
HOXD11	+	chr2	176968944	176974482
HOXD10	+	chr2	176973518	176984665
HOXD9	+	chr2	176987447	176989665
HOXD8	+	chr2	176994422	176997423
HOXD3	+	chr2	177001340	177037830
HOXD4	+	chr2	177016278	177017954
HOXD1	+	chr2	177053396	177055635
MTX2	+	chr2	177134123	177202753
HNRNPA3	+	chr2	178077422	178088687
NFE2L2	-	chr2	178083395	178257484
AGPS	+	chr2	178257474	178431752
TTC30B	-	chr2	178413726	178417524
TTC30A	-	chr2	178477727	178483470
PDE11A	-	chr2	178487972	178973066
RBM45	+	chr2	178977151	179003738
OSBPL6	+	chr2	179059208	179267620
PRKRA	-	chr2	179296019	179316239
PJVK	+	chr2	179316073	179326829
FKBP7	-	chr2	179328391	179343327
PLEKHA3	+	chr2	179345184	179381190
TTN	-	chr2	179390716	179695529
CCDC141	-	chr2	179694484	179914864
SESTD1	-	chr2	179966405	180129559
ZNF385B	-	chr2	180306709	180726339
CWC22	-	chr2	180809603	180872024
UBE2E3	+	chr2	181831975	181941312
ITGA4	+	chr2	182321929	182403667
CERKL	-	chr2	182399768	182545392
NEUROD1	-	chr2	182533022	182545554
ITPRID2	+	chr2	182756457	182795465
PPP1R1C	+	chr2	182818968	182996125
PDE1A	-	chr2	183004695	183388086
DNAJC10	+	chr2	183580982	183659191
FRZB	-	chr2	183698002	183731365
NCKAP1	-	chr2	183773843	183903586
DUSP19	+	chr2	183943287	183964736
NUP35	+	chr2	183982241	184026408
ZNF804A	+	chr2	185463256	185804219
FSIP2	+	chr2	186603531	186698017
ZC3H15	+	chr2	187350980	187374088
ITGAV	+	chr2	187454737	187545628
FAM171B	+	chr2	187558787	187630686
ZSWIM2	-	chr2	187692202	187713935
CALCRL	-	chr2	188206691	188313187
TFPI	-	chr2	188328957	188430487
GULP1	+	chr2	189156396	189460658
COL3A1	+	chr2	189839099	189877472
COL5A2	-	chr2	189896624	190090038
WDR75	+	chr2	190306172	190340278
SLC40A1	-	chr2	190425316	190448484
ASNSD1	+	chr2	190526111	190535557
ASDURF	+	chr2	190526178	190531163
ENSG00000286165	+	chr2	190526245	190532607
ANKAR	+	chr2	190539016	190625919
OSGEPL1	-	chr2	190611386	190627953
ORMDL1	-	chr2	190634993	190649090
PMS1	+	chr2	190648811	190742355
C2orf88	+	chr2	190744335	191068210
MSTN	-	chr2	190920426	190927455
HIBCH	-	chr2	191054461	191208919
INPP1	+	chr2	191208296	191236391
MFSD6	+	chr2	191273081	191373931
NEMP2	-	chr2	191369064	191399448
NAB1	+	chr2	191511472	191557492
GLS	+	chr2	191745547	191830278
STAT1	-	chr2	191773186	191885686
STAT4	-	chr2	191894302	192016322
MYO1B	+	chr2	192109911	192290115
NABP1	+	chr2	192542794	192605823
CAVIN2	-	chr2	192699036	192711814
TMEFF2	-	chr2	192813769	193059659
SLC39A10	+	chr2	196440701	196602426
DNAH7	-	chr2	196602427	196933561
STK17B	-	chr2	196998307	197041227
HECW2	-	chr2	197053823	197458408
CCDC150	+	chr2	197504278	197628214
GTF3C3	-	chr2	197627759	197664449
C2orf66	-	chr2	197669141	197674079
PGAP1	-	chr2	197697728	197792520
ANKRD44	-	chr2	197831741	198175897
SF3B1	-	chr2	198253239	198299803
COQ10B	+	chr2	198318217	198340034
HSPD1	-	chr2	198351308	198381461
HSPE1	+	chr2	198364864	198368173
HSPE1-MOB4	+	chr2	198365137	198415450
MOB4	+	chr2	198380295	198418423
RFTN2	-	chr2	198432948	198540769
MARS2	+	chr2	198570093	198573119
BOLL	-	chr2	198591603	198651486
PLCL1	+	chr2	198669317	199437305
SATB2	-	chr2	200134228	200335989
FTCDNL1	-	chr2	200625267	200715915
C2orf69	+	chr2	200776016	200820658
TYW5	-	chr2	200793636	200820459
MAIP1	+	chr2	200820040	200873263
SPATS2L	+	chr2	201170604	201346987
KCTD18	-	chr2	201353681	201384507
SGO2	+	chr2	201374731	201448819
AOX1	+	chr2	201450737	201541787
BZW1	+	chr2	201675317	201692061
CLK1	-	chr2	201717732	201729414
PPIL3	-	chr2	201735630	201754026
NIF3L1	+	chr2	201754050	201768661
ORC2	-	chr2	201773700	201828403
HYCC2	-	chr2	201838441	201936394
NDUFB3	+	chr2	201936156	201950473
CFLAR	+	chr2	201980877	202041410
CASP10	+	chr2	202047595	202094151
CASP8	+	chr2	202098166	202226559
FLACC1	-	chr2	202152994	202222121
TRAK2	-	chr2	202241930	202316223
STRADB	+	chr2	202252581	202345569
C2CD6	-	chr2	202352144	202483901
TMEM237	-	chr2	202484907	202508293
MPP4	-	chr2	202509593	202563417
ALS2	-	chr2	202564990	202646835
CDK15	+	chr2	202655184	202760273
FZD7	+	chr2	202898578	202903164
KIAA2012	+	chr2	202937978	203069911
SUMO1	-	chr2	203070905	203103322
NOP58	+	chr2	203130459	203168384
BMPR2	+	chr2	203241050	203432474
ENSG00000289490	+	chr2	203241835	203241891
FAM117B	+	chr2	203499692	203634480
ICA1L	-	chr2	203637873	203736489
WDR12	-	chr2	203738984	203879521
CARF	+	chr2	203776937	203852986
NBEAL1	+	chr2	203879331	204091101
CYP20A1	+	chr2	204103700	204170749
ABI2	+	chr2	204193003	204312451
RAPH1	-	chr2	204259068	204400058
CD28	+	chr2	204571198	204603635
CTLA4	+	chr2	204718611	204738688
ICOS	+	chr2	204801486	204826300
PARD3B	+	chr2	205410198	206484886
NRP2	+	chr2	206546714	206662857
INO80D	-	chr2	206858445	206951027
NDUFS1	-	chr2	206979541	207024233
EEF1B2	+	chr2	207024309	207027652
CMKLR2	-	chr2	207040040	207082771
ZDBF2	+	chr2	207139387	207179151
ADAM23	+	chr2	207308256	207485851
FAM237A	+	chr2	207507211	207514089
DYTN	-	chr2	207516345	207586294
MDH1B	-	chr2	207602487	207630052
FASTKD2	+	chr2	207630081	207660913
CPO	+	chr2	207804242	207834198
KLF7	-	chr2	207938861	208038580
CREB1	+	chr2	208394461	208470712
METTL21A	-	chr2	208445355	208490652
CCNYL1	+	chr2	208576264	208626563
FZD5	-	chr2	208627322	208634630
PLEKHM3	-	chr2	208686012	208890251
CRYGD	-	chr2	208986331	208989248
CRYGC	-	chr2	208992861	208994552
CRYGB	-	chr2	209007297	209010882
CRYGA	-	chr2	209025464	209028313
C2orf80	-	chr2	209030067	209054754
IDH1	-	chr2	209100953	209130798
PIKFYVE	+	chr2	209130979	209223470
PTH2R	+	chr2	209224438	209719227
MAP2	+	chr2	210288771	210598871
UNC80	+	chr2	210636556	210864024
RPE	+	chr2	210867289	210886984
KANSL1L	-	chr2	210886145	211036133
ACADL	-	chr2	211051850	211090171
MYL1	-	chr2	211154874	211179898
LANCL1	-	chr2	211291855	211342376
CPS1	+	chr2	211342406	211543831
ERBB4	-	chr2	212240442	213403565
IKZF2	-	chr2	213864415	214017151
SPAG16	+	chr2	214149113	215275225
VWC2L	+	chr2	215275778	215443700
BARD1	-	chr2	215590370	215674407
ABCA12	-	chr2	215796266	216003349
ATIC	+	chr2	216176679	216214496
FN1	-	chr2	216225163	216300796
MREG	-	chr2	216807307	216898819
PECR	-	chr2	216861052	216947678
TMEM169	+	chr2	216946589	216967506
XRCC5	+	chr2	216972187	217071026
MARCHF4	-	chr2	217122588	217237206
SMARCAL1	+	chr2	217277106	217347776
RPL37A	+	chr2	217363548	217443903
IGFBP2	+	chr2	217497551	217529159
IGFBP5	-	chr2	217536828	217560272
TNP1	-	chr2	217724181	217724787
TNS1	-	chr2	218664311	218898705
RUFY4	+	chr2	218899683	218955307
CXCR2	+	chr2	218990012	219001974
CXCR1	-	chr2	219027564	219031685
ARPC2	+	chr2	219081864	219119079
GPBAR1	+	chr2	219124219	219128584
AAMP	-	chr2	219128852	219134901
PNKD	+	chr2	219134374	219211516
TMBIM1	-	chr2	219138920	219157309
CATIP	+	chr2	219221580	219232822
SLC11A1	+	chr2	219246752	219261617
CTDSP1	+	chr2	219262979	219270664
VIL1	+	chr2	219283844	219318018
USP37	-	chr2	219314974	219433074
CNOT9	+	chr2	219433303	219461803
PLCD4	+	chr2	219472578	219501907
ZNF142	-	chr2	219498052	219524378
BCS1L	+	chr2	219523487	219528166
RNF25	-	chr2	219528615	219536725
STK36	+	chr2	219536792	219567439
TTLL4	+	chr2	219575558	219620139
CYP27A1	+	chr2	219646472	219680016
PRKAG3	-	chr2	219687031	219696809
WNT6	+	chr2	219724528	219738955
WNT10A	+	chr2	219745574	219764303
CDK5R2	+	chr2	219824388	219826877
FEV	-	chr2	219845809	219849906
CRYBA2	-	chr2	219854911	219858144
CFAP65	-	chr2	219867568	219906249
IHH	-	chr2	219919146	219925643
NHEJ1	-	chr2	219934077	220025591
ENSG00000280537	-	chr2	219940051	220035549
SLC23A3	-	chr2	220026187	220034817
CNPPD1	-	chr2	220036619	220042828
RETREG2	+	chr2	220040947	220050197
ZFAND2B	+	chr2	220059959	220074373
ABCB6	-	chr2	220074494	220083716
ENSG00000284820	-	chr2	220074494	220087460
ATG9A	-	chr2	220084102	220094439
ANKZF1	+	chr2	220094505	220101401
GLB1L	-	chr2	220101320	220110200
STK16	+	chr2	220110177	220115059
TUBA4A	-	chr2	220114432	220142624
TUBA4B	+	chr2	220117965	220136919
DNAJB2	+	chr2	220144064	220151620
PTPRN	-	chr2	220154345	220174370
RESP18	-	chr2	220192129	220197899
DNPEP	-	chr2	220236765	220264744
DES	+	chr2	220283099	220291457
SPEG	+	chr2	220299565	220358351
ENSG00000286143	+	chr2	220356589	220362966
SPEGNB	+	chr2	220360853	220363009
GMPPA	+	chr2	220363587	220378620
ASIC4	+	chr2	220378892	220403494
CHPF	-	chr2	220403676	220408531
TMEM198	+	chr2	220408385	220415317
OBSL1	-	chr2	220415450	220436581
INHA	+	chr2	220433884	220440433
STK11IP	+	chr2	220462579	220481173
SLC4A3	+	chr2	220492116	220506702
EPHA4	-	chr2	222282747	222438922
PAX3	-	chr2	223064606	223163717
ENSG00000288658	-	chr2	223178867	223184874
SGPP2	+	chr2	223289262	223427340
FARSB	-	chr2	223431618	223520811
MOGAT1	+	chr2	223536377	223574649
ACSL3	+	chr2	223725660	223809357
KCNE4	+	chr2	223916908	224063117
SCG2	-	chr2	224461658	224467079
AP1S3	-	chr2	224532397	224702744
ENSG00000286239	-	chr2	224621975	224810016
WDFY1	-	chr2	224720433	224810074
MRPL44	+	chr2	224822180	224832431
SERPINE2	-	chr2	224839762	224904035
FAM124B	-	chr2	225243415	225266824
CUL3	-	chr2	225334867	225450114
CCDC195	-	chr2	225568481	225581082
DOCK10	-	chr2	225629807	225907185
NYAP2	+	chr2	226264426	226594603
IRS1	-	chr2	227596028	227664536
RHBDD1	+	chr2	227700297	227863931
COL4A4	-	chr2	227867430	228029169
COL4A3	+	chr2	228029340	228179508
MFF	+	chr2	228189867	228222549
TM4SF20	-	chr2	228226754	228246711
SCYGR1	-	chr2	228252399	228252665
AGFG1	+	chr2	228336868	228425933
SCYGR2	+	chr2	228463609	228463971
SCYGR10	+	chr2	228473500	228473817
SCYGR3	-	chr2	228479254	228479556
SCYGR4	+	chr2	228482214	228482531
SCYGR5	+	chr2	228531520	228531777
SLC19A3	-	chr2	228548479	228582744
SCYGR6	-	chr2	228589156	228589473
SCYGR7	+	chr2	228593051	228593341
SCYGR8	+	chr2	228610610	228610936
CCL20	+	chr2	228670455	228682280
DAW1	+	chr2	228735770	228789060
SPHKAP	-	chr2	228844671	229046403
PID1	-	chr2	229715242	230136003
DNER	-	chr2	230222345	230579271
TRIP12	-	chr2	230628553	230787955
FBXO36	+	chr2	230787018	230877835
SLC16A14	-	chr2	230899698	230933709
SP110	-	chr2	231029902	231090444
SP140	+	chr2	231067826	231177930
SP140L	+	chr2	231191899	231268447
SP100	+	chr2	231280657	231410321
CAB39	+	chr2	231577557	231685790
ITM2C	+	chr2	231729354	231743963
GPR55	-	chr2	231772033	231825781
SPATA3	+	chr2	231855039	231889770
C2orf72	+	chr2	231902238	231914434
PSMD1	+	chr2	231921559	232037830
HTR2B	-	chr2	231972944	231989756
ARMC9	+	chr2	232063260	232241559
B3GNT7	+	chr2	232260421	232265875
NCL	-	chr2	232318242	232348352
NMUR1	-	chr2	232387898	232395156
TEX44	+	chr2	232457575	232458987
PTMA	+	chr2	232571605	232578261
PDE6D	-	chr2	232597143	232650982
COPS7B	+	chr2	232646381	232673964
NPPC	-	chr2	232786519	232791106
DIS3L2	+	chr2	232825955	233209060
ALPP	+	chr2	233243434	233247599
ALPG	+	chr2	233271554	233275424
ALPI	+	chr2	233320835	233325463
ECEL1	-	chr2	233344537	233352544
PRSS56	+	chr2	233385098	233390426
CHRND	+	chr2	233390703	233401377
CHRNG	+	chr2	233404402	233412825
TIGD1	-	chr2	233408593	233415267
EIF4E2	+	chr2	233415369	233448354
EFHD1	+	chr2	233470767	233547486
GIGYF2	+	chr2	233562009	233725315
KCNJ13	-	chr2	233630512	233641275
SNORC	+	chr2	233721980	233743418
NGEF	-	chr2	233743411	233877966
NEU2	+	chr2	233897382	233899767
INPP5D	+	chr2	233924677	234116549
ATG16L1	+	chr2	234118697	234204320
SAG	+	chr2	234216462	234255701
DGKD	+	chr2	234263140	234380750
USP40	-	chr2	234384172	234475428
UGT1A8	+	chr2	234526279	234681946
UGT1A10	+	chr2	234545094	234681946
UGT1A9	+	chr2	234580544	234681946
UGT1A7	+	chr2	234590547	234681946
UGT1A6	+	chr2	234600253	234681946
UGT1A5	+	chr2	234621553	234681946
UGT1A4	+	chr2	234627382	234681946
UGT1A3	+	chr2	234637688	234681946
UGT1A1	+	chr2	234668916	234681946
MROH2A	+	chr2	234684325	234742069
HJURP	-	chr2	234742062	234763212
TRPM8	+	chr2	234826018	234928166
SPP2	+	chr2	234959323	234985778
ARL4C	-	chr2	235401685	235405725
SH3BP4	+	chr2	235860661	235964358
AGAP1	+	chr2	236402687	237040437
GBX2	-	chr2	237073879	237077029
ASB18	-	chr2	237102102	237173052
IQCA1	-	chr2	237232790	237416178
ACKR3	+	chr2	237476430	237490997
COPS8	+	chr2	237994525	238009117
COL6A3	-	chr2	238232646	238322971
MLPH	+	chr2	238394071	238463965
PRLH	+	chr2	238475217	238475818
RAB17	-	chr2	238482965	238510257
LRRFIP1	+	chr2	238536230	238722325
RBM44	+	chr2	238707032	238751451
RAMP1	+	chr2	238767536	238820748
UBE2F	+	chr2	238875469	238951423
UBE2F-SCLY	+	chr2	238875656	239008053
SCLY	+	chr2	238969565	239008054
ESPNL	+	chr2	239008981	239041928
KLHL30	+	chr2	239047309	239061588
ERFE	+	chr2	239067611	239077541
ILKAP	-	chr2	239079043	239112349
HES6	-	chr2	239146908	239149303
PER2	-	chr2	239152685	239198743
TRAF3IP1	+	chr2	239229082	239309538
ASB1	+	chr2	239335383	239360891
TWIST2	+	chr2	239756673	239832230
HDAC4	-	chr2	239969864	240323348
NDUFA10	-	chr2	240831867	240965160
OR6B2	-	chr2	240968841	240969906
OR6B3	-	chr2	240983988	240992938
COPS9	-	chr2	241065980	241076224
OTOS	-	chr2	241078443	241083979
GPC1	+	chr2	241375080	241407493
ANKMY1	-	chr2	241418839	241508626
DUSP28	+	chr2	241499471	241504673
RNPEPL1	+	chr2	241505221	241520789
CAPN10	+	chr2	241526151	241557122
GPR35	+	chr2	241544847	241572576
AQP12B	-	chr2	241615835	241622323
AQP12A	+	chr2	241631283	241637900
KIF1A	-	chr2	241653178	241763710
AGXT	+	chr2	241808241	241819919
MAB21L4	-	chr2	241825465	241836306
CROCC2	+	chr2	241845747	241932728
SNED1	+	chr2	241938035	242034983
MTERF4	-	chr2	242011584	242041747
PASK	-	chr2	242045514	242089679
PPP1R7	+	chr2	242088991	242123067
ANO7	+	chr2	242127924	242165391
HDLBP	-	chr2	242166679	242256476
SEPTIN2	+	chr2	242254515	242293442
FARP2	+	chr2	242295700	242434256
STK25	-	chr2	242432085	242449145
BOK	+	chr2	242490839	242513546
