chrom	start	end	strand	gene
chr2	130191834	130198360	-	TUBA3E
chr2	130339123	130342229	-	CCDC115
chr2	130342933	130346467	+	IMP4
chr2	130356108	130374678	+	PTPN18
chr2	130462819	130509235	-	POTEI
chr2	130521485	130527911	+	CFC1B
chr2	130592861	130599287	-	CFC1
chr2	130611533	130657874	+	POTEJ
chr2	130729152	130730192	+	GPR148
chr2	130762073	130764655	+	AMER3
chr2	130836954	131046186	+	ARHGEF4
chr2	131035092	131035259	+	SMIM39
chr2	131052906	131082646	-	FAM168B
chr2	131120942	131353523	+	PLEKHB2
chr2	131218403	131264680	+	POTEE
chr2	131362959	131363720	-	RAB6D
chr2	131470319	131492376	-	MZT2A
chr2	131476200	131482845	+	TUBA3D
chr2	131527971	131533395	+	CCDC74A
chr2	132148134	132161705	-	ANKRD30BL
chr2	132417043	132645603	+	GPR39
chr2	132646048	132669932	-	LYPD1
chr2	132673027	133517526	-	NCKAP5
chr2	134254404	134448844	+	MGAT5
chr2	134456719	134718935	-	TMEM163
chr2	134838683	134901857	+	ACMSD
chr2	134918855	134954645	+	CCNT2
chr2	134964853	135024647	-	MAP3K19
chr2	135052308	135169756	+	RAB3GAP1
chr2	135162463	135504489	-	ZRANB3
chr2	135602574	135724289	+	R3HDM1
chr2	135741930	135782884	+	UBXN4
chr2	135788327	135837169	-	LCT
chr2	135840838	135876365	-	MCM6
chr2	135907319	135985563	-	DARS1
chr2	136114872	136118060	-	CXCR4
chr2	136882179	137676602	+	THSD7B
chr2	137964492	138014127	+	HNMT
chr2	138550217	138569077	+	SPOPL
chr2	138670925	138780241	-	NXPH2
chr2	140233189	142130729	-	LRP1B
chr2	142885368	143042169	+	KYNU
chr2	143155491	143768169	+	ARHGAP15
chr2	143947055	144208781	-	GTDC1
chr2	144365568	144518148	-	ZEB2
chr2	147845153	147927271	+	ACVR2A
chr2	147935513	147975958	-	ORC4
chr2	148458759	148512938	+	MBD5
chr2	148645018	148786374	+	EPC2
chr2	148875618	149011673	+	KIF5C
chr2	149130949	149214707	+	LYPD6B
chr2	149437709	149470847	+	LYPD6
chr2	149569977	149587097	-	MMADHC
chr2	150469990	150487417	-	RND3
chr2	151250909	151261727	-	RBM43
chr2	151270696	151282948	-	NMI
chr2	151357667	151379530	+	TNFAIP6
chr2	151409956	151475068	+	RIF1
chr2	151485763	151733156	-	NEB
chr2	151803279	151828176	-	ARL5A
chr2	151839122	152099011	-	CACNB4
chr2	151841722	151973713	-	CTD-2021K4.1
chr2	152120577	152175642	-	STAM2
chr2	152335604	152647902	+	FMNL2
chr2	152656309	152717631	-	PRPF40A
chr2	152718625	152759837	+	ARL6IP6
chr2	153478239	153478565	-	RPRM
chr2	153944498	154450548	+	GALNT13
chr2	154698776	154855310	+	KCNJ3
chr2	156325747	156330186	-	NR4A2
chr2	156476106	156610724	+	GPD2
chr2	157258083	157311345	+	GALNT5
chr2	157321274	157327479	-	ERMN
chr2	157415680	157444020	-	CYTIP
chr2	157533921	157628644	-	ACVR1C
chr2	157737534	157799493	-	ACVR1
chr2	157995199	158134887	+	UPP2
chr2	158172116	158456439	-	CCDC148
chr2	158533185	158680731	+	PKP4
chr2	158795373	158862703	+	DAPL1
chr2	159065911	159231009	+	TANC1
chr2	159236036	159283069	-	WDSUB1
chr2	159320268	159478719	-	BAZ2B
chr2	159729023	159767349	+	MARCHF7
chr2	159771854	159798198	-	CD302
chr2	159771854	159904682	-	LY75-CD302
chr2	159805047	159904682	-	LY75
chr2	159941781	160062403	-	PLA2R1
chr2	160101739	160200063	-	ITGB6
chr2	160275640	160493363	-	RBMS1
chr2	161160794	161235515	+	TANK
chr2	161318826	161411397	+	PSMD14
chr2	161416411	161424224	+	TBR1
chr2	161624519	161983242	+	SLC4A10
chr2	161993286	162073981	-	DPP4
chr2	162143367	162149178	-	GCG
chr2	162170982	162243327	-	FAP
chr2	162267203	162318307	-	IFIH1
chr2	162319135	162371377	+	GCA
chr2	162371832	162838518	-	KCNH7
chr2	163593735	163734927	-	FIGN
chr2	164493039	164621309	-	GRB14
chr2	164685949	164842044	-	COBLL1
chr2	164898440	164955247	-	SLC38A11
chr2	165090153	165176394	-	SCN3A
chr2	165295824	165389821	+	SCN2A
chr2	165574359	165679750	+	CSRNP3
chr2	165748784	165770700	-	GALNT3
chr2	165871004	165953705	-	TTC21B
chr2	165991248	166073621	-	SCN1A
chr2	166198675	166311756	-	SCN9A
chr2	166405583	166477696	-	SCN7A
chr2	166891190	167259360	+	XIRP2
chr2	167869040	167870017	+	B3GALT1
chr2	167955499	168247435	-	STK39
chr2	168456449	168769659	+	CERS6
chr2	168802647	168864967	+	NOSTRIN
chr2	168871434	168889519	-	SPC25
chr2	168901332	168908076	+	G6PC2
chr2	168915608	169018125	-	ABCB11
chr2	169067147	169095764	+	DHRS9
chr2	169128666	169362399	-	LRP2
chr2	169479554	169504579	+	BBS5
chr2	169479554	169525693	+	RP11-724O16.1
chr2	169509779	169525693	+	KLHL41
chr2	169529828	169572029	-	FASTKD1
chr2	169604042	169637520	+	PPIG
chr2	169645844	169694327	-	CCDC173
chr2	169700972	169701694	+	PHOSPHO2
chr2	169735015	169776469	+	KLHL23
chr2	169800961	169811753	+	SSB
chr2	169810342	169824597	-	METTL5
chr2	169827508	170081840	+	UBR3
chr2	170178288	170653118	+	MYO3B
chr2	170715513	170717401	+	SP5
chr2	170783839	170798891	+	ERICH2
chr2	170818592	170859879	+	GAD1
chr2	170929341	170966127	+	GORASP2
chr2	170993783	171160428	-	TLK1
chr2	171324175	171392185	-	METTL8
chr2	171434578	171481111	+	DCAF17
chr2	171522273	171554824	+	CYBRD1
chr2	171690156	171747886	+	DYNC1I2
chr2	171785277	171894214	-	SLC25A12
chr2	171922501	171983349	+	HAT1
chr2	171999970	172080403	+	METAP1D
chr2	172085678	172088254	+	DLX1
chr2	172100546	172102538	-	DLX2
chr2	172427789	172504249	+	ITGA6
chr2	172556151	172595966	+	PDK1
chr2	172735984	173051764	+	RAPGEF4
chr2	173091032	173266747	+	MAP3K20
chr2	173354964	173367661	+	CDCA7
chr2	173883469	173965171	-	SP3
chr2	174075422	174247729	-	OLA1
chr2	174335093	174337537	+	SP9
chr2	174348500	174395622	-	CIR1
chr2	174395757	174427892	+	SCRN3
chr2	174436119	174481956	-	GPR155
chr2	174562104	174585573	-	WIPF1
chr2	174748127	174764394	-	CHRNA1
chr2	174800119	175004912	-	CHN1
chr2	175074612	175136443	-	ATF2
chr2	175178291	175181393	-	ATP5MC3
chr2	175929970	175995584	-	LNPK
chr2	176080110	176083776	-	EVX2
chr2	176092891	176094727	+	HOXD13
chr2	176099802	176100757	+	HOXD12
chr2	176107356	176109139	+	HOXD11
chr2	176116834	176119228	+	HOXD10
chr2	176122769	176124172	+	HOXD9
chr2	176130367	176131609	+	HOXD8
chr2	176151634	176152939	+	HOXD4
chr2	176169115	176172271	+	HOXD3
chr2	176188802	176190139	+	HOXD1
chr2	176269630	176337661	+	MTX2
chr2	177212800	177219296	+	HNRNPA3
chr2	177227909	177311005	-	NFE2L2
chr2	177392790	177566879	+	AGPS
chr2	177550769	177552763	-	TTC30B
chr2	177616707	177618701	-	TTC30A
chr2	177629410	178104463	-	PDE11A
chr2	178112547	178126173	+	RBM45
chr2	178306185	178395556	+	OSBPL6
chr2	178432100	178451030	-	PRKRA
chr2	178453410	178461271	+	PJVK
chr2	178465773	178478499	-	FKBP7
chr2	178480870	178503884	+	PLEKHA3
chr2	178527015	178804642	-	TTN
chr2	178834176	179049941	-	CCDC141
chr2	179109902	179191841	-	SESTD1
chr2	179443253	179769800	-	ZNF385B
chr2	179945132	179993341	-	CWC22
chr2	180982043	181062885	+	UBE2E3
chr2	181457655	181535524	+	ITGA4
chr2	181538187	181657006	-	CERKL
chr2	181677793	181678860	-	NEUROD1
chr2	181892067	181929653	+	ITPRID2
chr2	181986111	182117292	+	PPP1R1C
chr2	182147082	182522376	-	PDE1A
chr2	182718087	182777129	+	DNAJC10
chr2	182834852	182866552	-	FRZB
chr2	182925705	183038099	-	NCKAP1
chr2	183078934	183095655	+	DUSP19
chr2	183124458	183161128	+	NUP35
chr2	184598960	184939023	+	ZNF804A
chr2	185738895	185833223	+	FSIP2
chr2	186486383	186508730	+	ZC3H15
chr2	186590339	186677289	+	ITGAV
chr2	186694174	186762820	+	FAM171B
chr2	186827987	186849130	-	ZSWIM2
chr2	187346187	187385595	-	CALCRL
chr2	187466939	187503768	-	TFPI
chr2	188477703	188594008	+	GULP1
chr2	188974490	189011771	+	COL3A1
chr2	189034073	189179604	-	COL5A2
chr2	189441493	189475414	+	WDR75
chr2	189561881	189580460	-	SLC40A1
chr2	189661521	189666108	+	ASDURF
chr2	189661521	189667881	+	AC012488.3
chr2	189666133	189670723	+	ASNSD1
chr2	189676491	189746624	+	ANKAR
chr2	189750581	189761640	-	OSGEPL1
chr2	189771770	189782595	-	ORMDL1
chr2	189791810	189877433	+	PMS1
chr2	190057261	190062596	-	MSTN
chr2	190199861	190200145	+	C2orf88
chr2	190205120	190344188	-	HIBCH
chr2	190360103	190371399	+	INPP1
chr2	190436030	190500215	+	MFSD6
chr2	190509192	190534655	-	NEMP2
chr2	190659177	190690330	+	NAB1
chr2	190881085	190963023	+	GLS
chr2	190908995	191010371	-	STAT1
chr2	191029843	191148203	-	STAT4
chr2	191276896	191423957	+	MYO1B
chr2	191678615	191685765	+	NABP1
chr2	191835926	191846925	-	CAVIN2
chr2	191950314	192194524	-	TMEFF2
chr2	195680043	195735038	+	SLC39A10
chr2	195737924	196068711	-	DNAH7
chr2	196137450	196163383	-	STK17B
chr2	196201280	196433423	-	HECW2
chr2	196639767	196732559	+	CCDC150
chr2	196764566	196799628	-	GTF3C3
chr2	196807446	196809336	-	C2orf66
chr2	196841237	196927610	-	PGAP1
chr2	196967442	197310604	-	ANKRD44
chr2	197392306	197434999	-	SF3B1
chr2	197453561	197473921	+	COQ10B
chr2	197487049	197498848	-	HSPD1
chr2	197500437	197503256	+	HSPE1
chr2	197500437	197550643	+	HSPE1-MOB4
chr2	197516087	197550643	+	MOB4
chr2	197572011	197675458	-	RFTN2
chr2	197705406	197707184	+	MARS2
chr2	197728470	197786003	-	BOLL
chr2	197805100	198146959	+	PLCL1
chr2	199272214	199456037	-	SATB2
chr2	199760816	199848962	-	FTCDNL1
chr2	199911439	199925883	+	C2orf69
chr2	199933070	199955470	-	TYW5
chr2	199955799	200008477	+	MAIP1
chr2	200309073	200478028	+	SPATS2L
chr2	200490103	200507016	-	KCTD18
chr2	200532976	200583461	+	SGO2
chr2	200586109	200676961	+	AOX1
chr2	200812308	200822175	+	BZW1
chr2	200853309	200864226	-	CLK1
chr2	200871398	200889015	-	PPIL3
chr2	200891944	200903741	+	NIF3L1
chr2	200911304	200958123	-	ORC2
chr2	200981273	201024009	-	FAM126B
chr2	201078883	201085612	+	NDUFB3
chr2	201129866	201163970	+	CFLAR
chr2	201185778	201229080	+	CASP10
chr2	201258232	201286591	+	CASP8
chr2	201288658	201351404	-	FLACC1
chr2	201380546	201420507	-	TRAK2
chr2	201388048	201480172	+	STRADB
chr2	201487615	201619130	-	C2CD6
chr2	201624258	201643400	-	TMEM237
chr2	201645213	201698608	-	MPP4
chr2	201701135	201768885	-	ALS2
chr2	201806665	201890891	+	CDK15
chr2	202034648	202036369	+	FZD7
chr2	202073628	202202564	+	KIAA2012
chr2	202207256	202238451	-	SUMO1
chr2	202265942	202303433	+	NOP58
chr2	202377475	202559943	+	BMPR2
chr2	202635188	202765761	+	FAM117B
chr2	202779536	202829009	-	ICA1L
chr2	202880863	202911476	-	WDR12
chr2	202941903	202983621	+	CARF
chr2	203016385	203226147	+	NBEAL1
chr2	203239063	203296905	+	CYP20A1
chr2	203328515	203427349	+	ABI2
chr2	203395084	203495353	-	RAPH1
chr2	203706524	203734909	+	CD28
chr2	203867943	203872809	+	CTLA4
chr2	203936815	203959596	+	ICOS
chr2	204546000	205615810	+	PARD3B
chr2	205683291	205795055	+	NRP2
chr2	206004371	206063016	-	INO80D
chr2	206124188	206159133	-	NDUFS1
chr2	206159980	206162880	+	EEF1B2
chr2	206176183	206177247	-	GPR1
chr2	206281850	206311590	+	ZDBF2
chr2	206443867	206617715	+	ADAM23
chr2	206644237	206648791	+	FAM237A
chr2	206651821	206718279	-	DYTN
chr2	206738486	206765271	-	MDH1B
chr2	206766694	206791799	+	FASTKD2
chr2	206939600	206969433	+	CPO
chr2	207081216	207167142	-	KLF7
chr2	207555636	207597055	+	CREB1
chr2	207581825	207624375	-	METTL21A
chr2	207711897	207761678	+	CCNYL1
chr2	207766985	207768739	-	FZD5
chr2	207828322	208001639	-	PLEKHM3
chr2	208121676	208124473	-	CRYGD
chr2	208128206	208129792	-	CRYGC
chr2	208142641	208146120	-	CRYGB
chr2	208160807	208163556	-	CRYGA
chr2	208165742	208190022	-	C2orf80
chr2	208237082	208251551	-	IDH1
chr2	208271520	208355302	+	PIKFYVE
chr2	208407044	208572066	+	PTH2R
chr2	209653171	209730394	+	MAP2
chr2	209772073	209995592	+	UNC80
chr2	210002662	210019788	+	RPE
chr2	210022952	210154582	-	KANSL1L
chr2	210188964	210225263	-	ACADL
chr2	210291049	210315042	-	MYL1
chr2	210434490	210476396	-	LANCL1
chr2	210477764	210677982	+	CPS1
chr2	211383618	212538530	-	ERBB4
chr2	213007363	213150183	-	IKZF2
chr2	213284484	214410312	+	SPAG16
chr2	214414194	214575817	+	VWC2L
chr2	214728679	214809569	-	BARD1
chr2	214932637	215138208	-	ABCA12
chr2	215312143	215349652	+	ATIC
chr2	215361558	215435802	-	FN1
chr2	215944866	216013327	-	MREG
chr2	216039278	216081741	-	PECR
chr2	216095964	216100539	+	TMEM169
chr2	216109437	216205199	+	XRCC5
chr2	216259315	216370260	-	MARCHF4
chr2	216414705	216482974	+	SMARCAL1
chr2	216498875	216578930	+	RPL37A
chr2	216633524	216664101	+	IGFBP2
chr2	216676754	216694775	-	IGFBP5
chr2	216859670	216860034	-	TNP1
chr2	217804462	218033975	-	TNS1
chr2	218070606	218090051	+	RUFY4
chr2	218134802	218135881	+	CXCR2
chr2	218164162	218165211	-	CXCR1
chr2	218217471	218253974	+	ARPC2
chr2	218262725	218263714	+	GPBAR1
chr2	218264536	218270086	-	AAMP
chr2	218270536	218344978	+	PNKD
chr2	218275478	218282141	-	TMBIM1
chr2	218356885	218367961	+	CATIP
chr2	218382369	218395032	+	SLC11A1
chr2	218398413	218404422	+	CTDSP1
chr2	218423779	218449333	+	VIL1
chr2	218454933	218558653	-	USP37
chr2	218568955	218594273	+	CNOT9
chr2	218615740	218636574	+	PLCD4
chr2	218638342	218656429	-	ZNF142
chr2	218660988	218663383	+	BCS1L
chr2	218663960	218671970	-	RNF25
chr2	218672830	218702006	+	STK36
chr2	218737677	218754386	+	TTLL4
chr2	218782183	218815027	+	CYP27A1
chr2	218823765	218831770	-	PRKAG3
chr2	218860038	218873842	+	WNT6
chr2	218880996	218893268	+	WNT10A
chr2	218959821	218960921	+	CDK5R2
chr2	218981670	218985075	-	FEV
chr2	218990255	218993176	-	CRYBA2
chr2	219002940	219041512	-	CFAP65
chr2	219055210	219060467	-	IHH
chr2	219076323	219158362	-	NHEJ1
chr2	219161912	219169984	-	SLC23A3
chr2	219169381	219169984	-	RP11-33O4.2
chr2	219172589	219176828	-	CNPPD1
chr2	219178353	219182626	+	RETREG2
chr2	219206988	219209619	+	ZFAND2B
chr2	219209941	219218673	-	ABCB6
chr2	219220450	219228024	-	ATG9A
chr2	219220450	219222738	-	RP11-803J6.1
chr2	219230258	219236442	+	ANKZF1
chr2	219237075	219243573	-	GLB1L
chr2	219246000	219248556	+	STK16
chr2	219250355	219253858	-	TUBA4A
chr2	219253408	219271696	+	TUBA4B
chr2	219279834	219285994	+	DNAJB2
chr2	219290229	219309332	-	PTPRN
chr2	219327516	219333177	-	RESP18
chr2	219374295	219399925	-	DNPEP
chr2	219418463	219425987	+	DES
chr2	219434978	219492783	+	SPEG
chr2	219491867	219498186	+	RP11-316O14.3
chr2	219496355	219498186	+	SPEGNB
chr2	219499976	219506795	+	GMPPA
chr2	219514725	219538043	+	ASIC4
chr2	219539386	219543538	-	CHPF
chr2	219544087	219549851	+	TMEM198
chr2	219550838	219571232	-	OBSL1
chr2	219572375	219575523	+	INHA
chr2	219598120	219616190	+	STK11IP
chr2	219627993	219641725	+	SLC4A3
chr2	221426031	221572248	-	EPHA4
chr2	222201177	222298615	-	PAX3
chr2	222319031	222320065	-	RP11-384O8.2
chr2	222424603	222558895	+	SGPP2
chr2	222571874	222656073	-	FARSB
chr2	222671786	222709887	+	MOGAT1
chr2	222908773	222941651	+	ACSL3
chr2	223052145	223053340	+	KCNE4
chr2	223597432	223599282	-	SCG2
chr2	223752827	223837450	-	AP1S3
chr2	223878674	223945284	-	WDFY1
chr2	223899012	223945284	-	RP11-660K21.1
chr2	223957473	223967031	+	MRPL44
chr2	223975870	224038503	-	SERPINE2
chr2	224379576	224401768	-	FAM124B
chr2	224474248	224585009	-	CUL3
chr2	224703767	224716365	-	CCDC195
chr2	224765724	225042374	-	DOCK10
chr2	225408881	225651562	+	NYAP2
chr2	226795013	226798738	-	IRS1
chr2	226864694	226995519	+	RHBDD1
chr2	227007328	227147483	-	COL4A4
chr2	227164727	227311941	+	COL4A3
chr2	227329746	227357114	+	MFF
chr2	227363727	227379268	-	TM4SF20
chr2	227387686	227387949	-	SCYGR1
chr2	227472422	227554492	+	AGFG1
chr2	227598893	227599252	+	SCYGR2
chr2	227614541	227614840	-	SCYGR3
chr2	227617498	227617812	+	SCYGR4
chr2	227666804	227667058	+	SCYGR5
chr2	227686153	227706727	-	SLC19A3
chr2	227724443	227724757	-	SCYGR6
chr2	227728335	227728622	+	SCYGR7
chr2	227745894	227746217	+	SCYGR8
chr2	227813912	227817080	+	CCL20
chr2	227871690	227923965	+	DAW1
chr2	227981720	228181598	-	SPHKAP
chr2	229025635	229271043	-	PID1
chr2	229358543	229714423	-	DNER
chr2	229767557	229880079	-	TRIP12
chr2	229922514	230010881	+	FBXO36
chr2	230037383	230059352	-	SLC16A14
chr2	230169127	230221721	-	SP110
chr2	230225845	230312681	+	SP140
chr2	230327270	230402893	+	SP140L
chr2	230416297	230542943	+	SP100
chr2	230760002	230818701	+	CAB39
chr2	230865026	230878715	+	ITM2C
chr2	230910006	230910962	-	GPR55
chr2	230990324	231002796	+	SPATA3
chr2	231037566	231047018	+	C2orf72
chr2	231057026	231172588	+	PSMD1
chr2	231108520	231123764	-	HTR2B
chr2	231206239	231371532	+	ARMC9
chr2	231395804	231398922	+	B3GNT7
chr2	231455127	231464353	-	NCL
chr2	231525046	231530361	-	NMUR1
chr2	231592952	231594136	+	TEX44
chr2	231707766	231712848	+	PTMA
chr2	231732955	231781114	-	PDE6D
chr2	231781824	231808572	+	COPS7B
chr2	231925428	231926249	-	NPPC
chr2	232014928	232343572	+	DIS3L2
chr2	232378803	232381792	+	ALPP
chr2	232406895	232409869	+	ALPG
chr2	232456200	232459143	+	ALPI
chr2	232480156	232486653	-	ECEL1
chr2	232520599	232525503	+	PRSS56
chr2	232526216	232535309	+	CHRND
chr2	232539748	232545713	+	CHRNG
chr2	232548110	232549882	-	TIGD1
chr2	232550725	232581124	+	EIF4E2
chr2	232606160	232681716	+	EFHD1
chr2	232735198	232856857	+	GIGYF2
chr2	232768194	232771362	-	KCNJ13
chr2	232870342	232876353	+	SNORC
chr2	232879492	232974890	-	NGEF
chr2	233032672	233035054	+	NEU2
chr2	233060479	233206754	+	INPP5D
chr2	233251828	233294347	+	ATG16L1
chr2	233309190	233346909	+	SAG
chr2	233354519	233469457	+	DGKD
chr2	233477395	233565590	-	USP40
chr2	233617708	233772556	+	UGT1A8
chr2	233636523	233772556	+	UGT1A10
chr2	233671935	233772556	+	UGT1A9
chr2	233681938	233772556	+	UGT1A7
chr2	233693005	233772556	+	UGT1A6
chr2	233712992	233772556	+	UGT1A5
chr2	233718821	233772556	+	UGT1A4
chr2	233729127	233772556	+	UGT1A3
chr2	233760288	233772556	+	UGT1A1
chr2	233779359	233833256	+	MROH2A
chr2	233837580	233854500	-	HJURP
chr2	233926538	234017379	+	TRPM8
chr2	234050787	234070010	+	SPP2
chr2	234495809	234496586	-	ARL4C
chr2	235035003	235053813	+	SH3BP4
chr2	235494687	236124119	+	AGAP1
chr2	236165917	236167971	-	GBX2
chr2	236194875	236264345	-	ASB18
chr2	236324691	236507267	-	IQCA1
chr2	236580466	236581551	+	ACKR3
chr2	237085965	237097739	+	COPS8
chr2	237324777	237396817	-	COL6A3
chr2	237493427	237553700	+	MLPH
chr2	237566574	237567172	+	PRLH
chr2	237574437	237586154	-	RAB17
chr2	237627645	237779529	+	LRRFIP1
chr2	237813610	237834398	+	RBM44
chr2	237859676	237911780	+	RAMP1
chr2	237967087	238041335	+	UBE2F
chr2	237973108	238041335	+	UBE2F-SCLY
chr2	238061031	238099350	+	SCLY
chr2	238100420	238132390	+	ESPNL
chr2	238140755	238151062	+	KLHL30
chr2	238159008	238168484	+	ERFE
chr2	238170539	238203553	-	ILKAP
chr2	238238830	238240407	-	HES6
chr2	238246378	238277936	-	PER2
chr2	238320663	238398916	+	TRAF3IP1
chr2	238427071	238446508	+	ASB1
chr2	238848216	238848695	+	TWIST2
chr2	239053100	239352699	-	HDAC4
chr2	239895222	240025301	-	NDUFA10
chr2	240029494	240030429	-	OR6B2
chr2	240045080	240046072	-	OR6B3
chr2	240126566	240136347	-	COPS9
chr2	240139173	240140326	-	OTOS
chr2	240435919	240466287	+	GPC1
chr2	240479612	240561040	-	ANKMY1
chr2	240560685	240561464	+	DUSP28
chr2	240568587	240577889	+	RNPEPL1
chr2	240586912	240616995	+	CAPN10
chr2	240618943	240630879	+	GPR35
chr2	240676548	240682837	-	AQP12B
chr2	240691914	240698353	+	AQP12A
chr2	240717367	240797752	-	KIF1A
chr2	240868866	240878818	+	AGXT
chr2	240887073	240895997	-	MAB21L4
chr2	240906514	240993078	+	CROCC2
chr2	240998838	241088398	+	SNED1
chr2	241089351	241102273	-	MTERF4
chr2	241106569	241143032	-	PASK
chr2	241149705	241183460	+	PPP1R7
chr2	241188612	241224150	+	ANO7
chr2	241229604	241267648	-	HDLBP
chr2	241316468	241350171	+	SEPTIN2
chr2	241373108	241494122	+	FARP2
chr2	241495665	241508458	-	STK25
chr2	241559484	241572419	+	BOK
chr2	241584609	241637017	-	THAP4
chr2	241637715	241672261	+	ATG4B
chr2	241676130	241686783	-	DTYMK
chr2	241690611	241725028	+	ING5
chr2	241735225	241767966	+	D2HGDH
chr2	241776956	241804163	+	GAL3ST2
chr2	241811429	241817045	+	NEU4
chr2	241851061	241858838	-	PDCD1
chr2	241869757	241873271	+	RTP5
chr2	241894216	241900369	-	FAM240C
chr3	197647	405708	+	CHL1
chr3	1092736	1403415	+	CNTN6
chr3	2571504	3056217	+	CNTN4
chr3	3070228	3104984	-	IL5RA
chr3	3129041	3148151	+	TRNT1
chr3	3145341	3179687	-	CRBN
chr3	3827423	4467245	-	SUMF1
chr3	3844642	3846789	+	LRRN1
chr3	4303371	4317243	+	SETMAR
chr3	4516492	4846222	+	ITPR1
chr3	4979719	4983689	+	BHLHE40
chr3	5122294	5178780	+	ARL8B
chr3	5187783	5215915	+	EDEM1
chr3	6770053	7740403	+	GRM7
chr3	8501939	8567595	+	LMCD1
chr3	8619871	8742522	-	SSUH2
chr3	8733877	8745864	+	CAV3
chr3	8752980	8768187	-	OXTR
chr3	8775568	8963385	-	RAD18
chr3	8985522	9248951	-	SRGAP3
chr3	9365069	9384685	+	THUMPD3
chr3	9428939	9478609	+	SETD5
chr3	9502214	9552679	-	LHFPL4
chr3	9649584	9701970	+	MTMR14
chr3	9703997	9729689	+	CPNE9
chr3	9734141	9747346	+	BRPF1
chr3	9750287	9787728	+	OGG1
chr3	9757520	9767749	-	CAMK1
chr3	9780360	9791466	-	TADA3
chr3	9793122	9806212	+	ARPC4
chr3	9793122	9834818	+	ARPC4-TTLL3
chr3	9810007	9854618	+	TTLL3
chr3	9838019	9844059	-	RPUSD3
chr3	9867105	9878792	-	CIDEC
chr3	9890723	9893374	+	JAGN1
chr3	9902637	9915804	+	IL17RE
chr3	9917316	9933590	+	IL17RC
chr3	9917316	9934917	+	RP11-1020A11.3
chr3	9934439	9944576	+	CRELD1
chr3	9946230	9950115	-	PRRT3
chr3	9964072	9986661	-	EMC3
chr3	10028658	10101261	+	FANCD2
chr3	10102994	10104774	-	FANCD2OS
chr3	10115702	10126292	+	BRK1
chr3	10141848	10149962	+	VHL
chr3	10164955	10242225	+	IRAK2
chr3	10249201	10279022	+	TATDN2
chr3	10249372	10278684	+	RP11-438J1.1
chr3	10285847	10292913	-	GHRL
chr3	10301109	10321052	-	SEC13
chr3	10328817	10449543	-	ATP2B2
chr3	10816266	10938399	+	SLC6A11
chr3	11017212	11037622	+	SLC6A1
chr3	11259038	11260498	+	HRH1
chr3	11298696	11554840	+	ATG7
chr3	11558559	11703034	-	VGLL4
chr3	11790508	11846636	-	TAMM41
chr3	12004552	12190622	+	SYN2
chr3	12153518	12158840	-	TIMP4
chr3	12351593	12434142	+	PPARG
chr3	12489801	12539370	+	TSEN2
chr3	12540196	12545464	-	MKRN2OS
chr3	12557151	12582250	+	MKRN2
chr3	12584517	12618721	-	RAF1
chr3	12734777	12749832	-	TMEM40
chr3	12796721	12871755	+	CAND2
chr3	12836097	12840237	-	RPL32
chr3	12899393	13282982	-	IQSEC1
chr3	13317684	13420226	-	NUP210
chr3	13480348	13504680	+	HDAC11
chr3	13570356	13638282	+	FBLN2
chr3	13818947	13879816	-	WNT7A
chr3	14112890	14124676	-	CHCHD4
chr3	14125194	14141792	+	TMEM43
chr3	14135217	14145482	+	RP11-434D12.1
chr3	14145944	14178568	-	XPC
chr3	14178861	14198113	+	LSM3
chr3	14402594	14485004	+	SLC6A6
chr3	14493668	14555954	-	GRIP2
chr3	14651837	14671191	+	CCDC174
chr3	14682714	14772872	+	C3orf20
chr3	14810853	14933164	+	FGD5
chr3	15003915	15053568	+	NR2C2
chr3	15049830	15065194	-	MRPS25
chr3	15073785	15096120	-	RBSN
chr3	15206496	15251257	+	CAPN7
chr3	15256089	15332408	-	SH3BP5
chr3	15384153	15426511	-	METTL6
chr3	15427780	15439152	+	EAF1
chr3	15451647	15521625	-	COLQ
chr3	15560868	15601463	-	HACL1
chr3	15601851	15721846	+	BTD
chr3	15670273	15859403	-	ANKRD28
chr3	16175152	16231870	+	GALNT15
chr3	16260767	16264876	-	DPH3
chr3	16269246	16303559	+	OXNAD1
chr3	16315858	16493869	-	RFTN1
chr3	16588663	16638001	-	DAZL
chr3	16885040	17089909	+	PLCL2
chr3	17160966	17508570	-	TBC1D5
chr3	18349173	18420967	-	SATB1
chr3	19148720	19534096	+	KCNH8
chr3	19879634	19936303	-	EFHB
chr3	19950899	19983820	+	RAB5A
chr3	19984259	20012072	-	PP2D1
chr3	20040478	20152522	+	KAT2B
chr3	20161108	20184027	-	SGO1
chr3	21421217	22372555	-	ZNF385D
chr3	23208700	23589828	+	UBE2E2
chr3	23807270	23890603	+	UBE2E1
chr3	23893098	23910904	-	NKIRAS1
chr3	23917860	23921672	+	RPL15
